"gene_id","organism","sample_id","abundance","date","latitude","longitude"
"blaCTX-M-15","Klebsiella pneumoniae","S0577",22.2,2021-09-07,48.6738469866104,-97.0891734817997
"mecA","Staphylococcus aureus","S0578",34.7,2022-03-18,50.393265794497,-124.407568002352
"ermB","Enterococcus faecium","S0579",28.2,2021-07-31,58.670606632717,-72.6152827451006
"tetM","Staphylococcus aureus","S0580",7.7,2021-09-15,53.709316461347,-124.3389779469
"blaCTX-M-15","Escherichia coli","S0581",35.2,2022-01-05,40.4641145933419,-104.455749220215
"blaCTX-M-15","Klebsiella pneumoniae","S0582",56.4,2023-10-07,47.5772776980884,-92.7756000473164
"vanA","Enterococcus faecalis","S0583",0,2023-06-15,40.5309539227746,-103.617804253008
"ermB","Streptococcus pneumoniae","S0584",64.9,2023-03-30,34.6671711760573,-103.924885395681
"mecA","Staphylococcus aureus","S0585",33.7,2022-01-06,35.4083663807251,-108.991495162481
"mecA","Staphylococcus aureus","S0586",27.7,2021-06-13,42.7800933727995,-88.0607133358717
"blaCTX-M-15","Klebsiella pneumoniae","S0587",26.1,2021-09-26,56.387990726158,-87.526394383749
"ermB","Streptococcus pneumoniae","S0588",49.8,2023-02-11,55.2198432921432,-78.6253847426269
"vanA","Enterococcus faecalis","S0589",5.4,2022-01-03,47.1475200261921,-104.945368313929
"blaCTX-M-15","Klebsiella pneumoniae","S0590",43.4,2022-04-30,44.4887114078738,-92.9349010961596
"vanA","Enterococcus faecalis","S0591",0,2023-08-13,38.6266843737103,-120.582588246325
"ermB","Enterococcus faecium","S0592",33.8,2022-08-09,43.6740392562933,-95.3578095743433
"tetM","Staphylococcus aureus","S0593",4.2,2021-10-23,42.0254633058794,-83.9239450159948
"ermB","Streptococcus pneumoniae","S0594",48.6,2023-02-08,53.0703840064816,-95.1440400932916
"ermB","Enterococcus faecium","S0595",46.3,2023-01-05,59.5863658529706,-71.9980732572731
"blaCTX-M-15","Klebsiella pneumoniae","S0596",35,2022-11-07,53.7312410026789,-116.330991076538
"tetM","Staphylococcus aureus","S0597",19.1,2023-06-04,45.0528439264745,-117.89737944142
"blaCTX-M-15","Klebsiella pneumoniae","S0598",43.4,2022-12-08,38.9236743682995,-94.0711608307902
"mecA","Staphylococcus aureus","S0599",62.1,2023-12-19,52.5947182723321,-91.5205152821727
"blaCTX-M-15","Klebsiella pneumoniae","S0600",65.6,2023-05-12,56.6237285765819,-79.5441096252762
"ermB","Enterococcus faecium","S0601",64.5,2023-10-22,52.2088340609334,-106.540463081328
"blaCTX-M-15","Klebsiella pneumoniae","S0602",54.1,2023-10-11,47.5189572866075,-74.365725715179
"vanA","Enterococcus faecalis","S0603",10,2021-03-10,51.4408608316444,-123.9952115505
"ermB","Enterococcus faecium","S0604",33.7,2022-08-06,52.4223643341102,-91.1887027369812
"mecA","Staphylococcus aureus","S0605",48.9,2023-01-11,45.8475912697613,-90.6445114465896
"tetM","Pseudomonas aeruginosa","S0606",19.6,2021-05-19,55.2204488394782,-121.94401762099
"mecA","Staphylococcus aureus","S0607",14.9,2021-08-12,50.2281796108,-97.3898495023604
"blaCTX-M-15","Escherichia coli","S0608",28.2,2021-11-11,39.7044280418195,-116.384123670869
"ermB","Streptococcus pneumoniae","S0609",57.7,2023-03-29,52.6160826319829,-86.1063823406585
"ermB","Enterococcus faecium","S0610",27.5,2022-01-15,52.2584357797168,-84.2956862261053
"vanA","Enterococcus faecium","S0611",0,2023-10-16,56.0738418358378,-89.1044377279468
"blaCTX-M-15","Escherichia coli","S0612",43.1,2022-12-06,54.1806907947175,-111.917437419761
"vanA","Enterococcus faecium","S0613",0,2023-02-04,38.7820550068282,-101.605173223652
"blaCTX-M-15","Klebsiella pneumoniae","S0614",37.8,2022-06-09,59.0244039846584,-87.8313925280236
"ermB","Enterococcus faecium","S0615",18.6,2021-10-14,51.8492648890242,-74.3259010324255
"mecA","Staphylococcus aureus","S0616",37.7,2022-10-05,47.0431461147964,-72.7288695715833
"blaCTX-M-15","Klebsiella pneumoniae","S0617",60,2023-06-01,36.4542219894938,-85.8817745756824
"mecA","Staphylococcus aureus","S0618",37.3,2022-04-19,34.9658044800162,-95.9224094520323
"tetM","Pseudomonas aeruginosa","S0619",11,2023-04-02,51.149411494378,-84.5959989749826
"tetM","Staphylococcus aureus","S0620",17,2022-11-27,52.9577920651063,-73.8395666098222
"ermB","Enterococcus faecium","S0621",9,2021-01-27,57.2655030498281,-96.3113798026461
"tetM","Pseudomonas aeruginosa","S0622",13.7,2022-11-24,47.8330086050555,-118.983221617527
"vanA","Enterococcus faecium","S0623",0,2023-10-21,55.0248956480063,-78.1342442950699
"mecA","Staphylococcus aureus","S0624",45.4,2022-11-05,36.4611089425161,-121.87192716985
"tetM","Staphylococcus aureus","S0625",12.3,2023-09-07,50.4192149727605,-72.4566954595502
"mecA","Staphylococcus aureus","S0626",19,2021-07-16,44.4332409328781,-72.0689204428345
"mecA","Staphylococcus aureus","S0627",59.4,2023-07-22,38.0430198404938,-98.9176002843305
"blaCTX-M-15","Klebsiella pneumoniae","S0628",42.4,2022-04-04,46.5115545601584,-93.8661395665258
"ermB","Streptococcus pneumoniae","S0629",58.5,2023-07-22,40.9387712050229,-108.499455499696
"tetM","Pseudomonas aeruginosa","S0630",3.8,2023-12-05,59.340733313933,-80.9285365766846
"blaCTX-M-15","Escherichia coli","S0631",52.8,2023-09-03,43.7467306158505,-102.881492235465
"vanA","Enterococcus faecalis","S0632",0,2023-07-02,49.9367588707246,-117.737526288256
"vanA","Enterococcus faecalis","S0633",0,2023-04-26,34.0445453734137,-82.591033403296
"vanA","Enterococcus faecalis","S0634",0,2023-02-18,55.4584427503869,-88.8568849151488
"vanA","Enterococcus faecium","S0635",10.8,2022-03-12,54.0672259912826,-108.205671012402
"blaCTX-M-15","Klebsiella pneumoniae","S0636",44.9,2022-08-08,59.9673668458126,-94.4636008306406
"blaCTX-M-15","Klebsiella pneumoniae","S0637",56.2,2023-10-22,45.8725164760835,-111.870248571504
"vanA","Enterococcus faecalis","S0638",8.8,2022-05-11,48.2633268642239,-82.0442870457191
"mecA","Staphylococcus aureus","S0639",7.5,2021-01-03,48.4631083658896,-121.921163903316
"vanA","Enterococcus faecalis","S0640",0,2021-12-21,50.6918400637805,-89.0537746588234
"blaCTX-M-15","Escherichia coli","S0641",37.8,2022-08-01,50.560096188914,-84.041367926402
"blaCTX-M-15","Klebsiella pneumoniae","S0642",43.3,2022-06-25,54.2468642950989,-103.742421781644
"tetM","Pseudomonas aeruginosa","S0643",15.9,2023-08-06,49.0698505113833,-80.528713100357
"ermB","Streptococcus pneumoniae","S0644",58.2,2023-12-07,41.237670915667,-109.844249456655
"tetM","Staphylococcus aureus","S0645",10.3,2022-12-16,49.6306215887889,-119.230863532284
"ermB","Enterococcus faecium","S0646",21.6,2021-03-28,54.8645475478843,-94.2223558167461
"mecA","Staphylococcus aureus","S0647",48.2,2022-12-22,58.1306015835144,-120.810773958219
"vanA","Enterococcus faecalis","S0648",0,2023-09-11,48.8100106953643,-121.779790186556
"vanA","Enterococcus faecalis","S0649",0,2023-07-18,41.4769238354638,-91.7889110126998
"ermB","Streptococcus pneumoniae","S0650",41.9,2022-10-31,40.481170178391,-84.1325684939511
"blaCTX-M-15","Escherichia coli","S0651",60.9,2023-06-17,53.1774649471045,-100.403994157678
"tetM","Staphylococcus aureus","S0652",17.2,2022-01-04,47.62460220512,-111.436995533295
"tetM","Pseudomonas aeruginosa","S0653",18.6,2023-01-30,34.354430376552,-102.949912922923
"blaCTX-M-15","Escherichia coli","S0654",35.6,2022-04-17,44.8414328056388,-113.107354282402
"vanA","Enterococcus faecium","S0655",0,2023-07-06,35.3826164263301,-81.7789649101906
"mecA","Staphylococcus aureus","S0656",40.9,2022-11-30,42.0019346461631,-106.949866362847
"ermB","Streptococcus pneumoniae","S0657",66.2,2023-12-06,58.8194297016598,-72.3785375081934
"tetM","Pseudomonas aeruginosa","S0658",9.9,2022-12-04,53.4242261671461,-84.5793412241619
"blaCTX-M-15","Escherichia coli","S0659",59.9,2023-09-14,35.5324201839976,-99.6889425232075
"ermB","Streptococcus pneumoniae","S0660",53.3,2023-04-14,56.134157161694,-106.312212162884
"blaCTX-M-15","Escherichia coli","S0661",59.2,2023-06-17,47.0636077681556,-83.4201654337812
"vanA","Enterococcus faecalis","S0662",19.4,2021-02-27,39.0147356637754,-104.496887894347
"mecA","Staphylococcus aureus","S0663",51.8,2023-08-16,56.8521845010109,-92.5236554222647
"blaCTX-M-15","Klebsiella pneumoniae","S0664",14.2,2021-03-02,49.8849331815727,-89.2669489700347
"ermB","Enterococcus faecium","S0665",33.2,2022-06-29,57.4796036444604,-80.0382275611628
"blaCTX-M-15","Escherichia coli","S0666",27.6,2021-09-10,42.8986085224897,-73.6885952879675
"ermB","Streptococcus pneumoniae","S0667",59.7,2023-12-04,54.2387043978088,-120.27705622022
"tetM","Pseudomonas aeruginosa","S0668",13.3,2023-07-01,51.5182124678977,-109.804977339227
"vanA","Enterococcus faecium","S0669",0,2023-11-18,42.2462936658412,-82.8560563595966
"blaCTX-M-15","Klebsiella pneumoniae","S0670",38.2,2022-11-21,58.0928786317818,-112.261721626855
"vanA","Enterococcus faecalis","S0671",0,2023-10-08,54.2968561379239,-110.048715709709
"vanA","Enterococcus faecalis","S0672",4.4,2021-10-03,59.471445534844,-118.730568441097
"mecA","Staphylococcus aureus","S0673",73,2023-12-21,59.2723121978343,-84.8196773033123
"blaCTX-M-15","Klebsiella pneumoniae","S0674",22.9,2021-02-20,42.0038408390246,-89.7140383976512
"tetM","Pseudomonas aeruginosa","S0675",1.7,2021-08-19,53.6386607871391,-75.6256259558722
"ermB","Streptococcus pneumoniae","S0676",16.8,2021-09-07,57.1130644096993,-79.1836102062371
"tetM","Staphylococcus aureus","S0677",8.6,2023-01-02,55.5225312346593,-70.4643867840059
"vanA","Enterococcus faecium","S0678",0,2022-10-31,38.782487354707,-97.1988832845818
"vanA","Enterococcus faecalis","S0679",0,2023-05-13,55.3978310222737,-123.579006042564
"vanA","Enterococcus faecalis","S0680",0.8,2022-05-28,55.8722427235916,-107.8119411855
"ermB","Streptococcus pneumoniae","S0681",52.5,2023-10-22,34.2289590812288,-92.4575518467464
"blaCTX-M-15","Escherichia coli","S0682",18.7,2021-09-22,46.3912055944093,-117.647723435657
"mecA","Staphylococcus aureus","S0683",23.3,2021-03-07,35.5056607197039,-87.0878995303065
"ermB","Streptococcus pneumoniae","S0684",62.1,2023-10-02,53.1167868655175,-110.230425453046
"tetM","Pseudomonas aeruginosa","S0685",10.9,2022-08-11,55.4697692599148,-82.0476989925373
"ermB","Enterococcus faecium","S0686",26.9,2021-04-22,56.1366069433279,-90.6401852890849
"blaCTX-M-15","Escherichia coli","S0687",63.3,2023-03-10,49.2453669877723,-79.7085783188231
"tetM","Staphylococcus aureus","S0688",7.9,2022-07-21,56.558218005579,-85.7647934998386
"ermB","Enterococcus faecium","S0689",55.1,2023-06-04,50.8349211085588,-106.082625009585
"tetM","Staphylococcus aureus","S0690",7,2022-06-10,41.3034429354593,-109.595204077195
"mecA","Staphylococcus aureus","S0691",29.7,2021-04-24,42.2582550221123,-81.806046271231
"ermB","Enterococcus faecium","S0692",46.8,2022-12-31,46.12362584332,-100.795722571202
"vanA","Enterococcus faecalis","S0693",5.6,2022-04-19,46.9974952940829,-109.856718057999
"mecA","Staphylococcus aureus","S0694",18.8,2021-11-22,46.2098086844198,-107.175135477446
"mecA","Staphylococcus aureus","S0695",54.8,2023-11-08,37.5036569931544,-70.8537758805323
"mecA","Staphylococcus aureus","S0696",47.8,2022-11-05,39.7707807407714,-110.123912909767
"blaCTX-M-15","Escherichia coli","S0697",63.1,2023-10-22,56.9501592400484,-72.8723349433858
"mecA","Staphylococcus aureus","S0698",26.9,2021-06-15,56.5353031260893,-121.441547893919
"mecA","Staphylococcus aureus","S0699",15.4,2021-04-06,45.6775586255826,-89.872884665383
"mecA","Staphylococcus aureus","S0700",32.3,2022-03-23,45.6174450539984,-98.4181736491155
"ermB","Streptococcus pneumoniae","S0701",14,2021-02-08,54.8672061786056,-91.7301340179984
"vanA","Enterococcus faecalis","S0702",0,2021-10-05,54.0575485178269,-93.4779674839228
"ermB","Streptococcus pneumoniae","S0703",16.1,2021-03-22,50.5171932652593,-100.456926599145
"vanA","Enterococcus faecium","S0704",0,2022-11-11,40.9591200314462,-102.527443193831
"ermB","Streptococcus pneumoniae","S0705",38.6,2022-05-17,49.0355176646262,-106.636862270534
"ermB","Enterococcus faecium","S0706",22.3,2021-12-09,38.4701114054769,-107.180578188272
"ermB","Enterococcus faecium","S0707",65.7,2023-04-12,46.5429862448946,-77.2921735793352
"mecA","Staphylococcus aureus","S0708",36.2,2022-06-07,36.7042653122917,-106.835458730347
"blaCTX-M-15","Escherichia coli","S0709",33.6,2022-07-30,39.3964972123504,-82.8739049879368
"ermB","Enterococcus faecium","S0710",56.3,2023-09-20,38.4186952845193,-115.91956121847
"mecA","Staphylococcus aureus","S0711",25.9,2021-03-24,52.0013074846938,-76.6313381562941
"mecA","Staphylococcus aureus","S0712",47.7,2022-10-28,42.50524459593,-89.5034154783934
"tetM","Pseudomonas aeruginosa","S0713",15.3,2022-06-18,40.8426993051544,-89.431555311894
"vanA","Enterococcus faecium","S0714",1.3,2021-08-05,45.4723309027031,-77.1156897849869
"vanA","Enterococcus faecalis","S0715",0,2021-09-01,44.277387519367,-99.6844260860234
"vanA","Enterococcus faecalis","S0716",0,2023-10-24,47.6241556494497,-107.893455442972
"tetM","Pseudomonas aeruginosa","S0717",16.8,2021-05-07,36.9957921779715,-110.912640518509
"tetM","Pseudomonas aeruginosa","S0718",13.2,2023-10-13,39.5686149694957,-113.843939726939
"mecA","Staphylococcus aureus","S0719",39,2022-11-24,55.1475928463042,-74.2917645454872
"vanA","Enterococcus faecalis","S0720",0,2023-12-25,55.9609358399175,-79.8327716847416
"blaCTX-M-15","Klebsiella pneumoniae","S0721",36.1,2022-03-14,42.4939531004056,-120.88750904426
"tetM","Pseudomonas aeruginosa","S0722",14.9,2023-01-28,53.9343992914073,-73.4097524487879
"ermB","Enterococcus faecium","S0723",61,2023-07-04,53.7907348917797,-109.944833697518
"vanA","Enterococcus faecalis","S0724",0,2023-12-27,41.5249196379445,-123.766805273481
"ermB","Streptococcus pneumoniae","S0725",28.1,2022-02-01,50.6010318449698,-97.8358691686299
"tetM","Staphylococcus aureus","S0726",8.6,2022-08-30,57.1836619875394,-87.7318809682038
"ermB","Streptococcus pneumoniae","S0727",21,2021-11-12,58.5775337452069,-111.125677898526
"blaCTX-M-15","Klebsiella pneumoniae","S0728",19.5,2021-09-18,42.3469244870357,-102.306388788857
"mecA","Staphylococcus aureus","S0729",66.4,2023-12-11,51.213668668177,-73.8500302762259
"ermB","Streptococcus pneumoniae","S0730",45.2,2022-09-21,43.7059879000299,-85.2049571066163
"blaCTX-M-15","Klebsiella pneumoniae","S0731",21.3,2021-02-22,34.2412976613268,-119.064675483387
"vanA","Enterococcus faecalis","S0732",0,2023-05-31,44.5735132298432,-93.7790450139437
"vanA","Enterococcus faecalis","S0733",0,2023-06-19,36.0721738878638,-83.7373609549832
"ermB","Enterococcus faecium","S0734",25.2,2021-10-08,36.532714528963,-72.9925435769837
"tetM","Pseudomonas aeruginosa","S0735",6.6,2023-09-12,53.5912063880824,-102.179103259696
"vanA","Enterococcus faecium","S0736",0,2023-07-25,44.5677259126678,-99.9293548346031
"mecA","Staphylococcus aureus","S0737",42.5,2022-10-14,40.2760790549219,-71.8948165082838
"blaCTX-M-15","Klebsiella pneumoniae","S0738",29.6,2022-01-25,58.6294669825584,-93.7582361977547
"vanA","Enterococcus faecalis","S0739",3.7,2022-04-05,38.8437997563742,-111.772647094913
"vanA","Enterococcus faecalis","S0740",8.6,2021-01-29,45.7143349219114,-98.0736523831729
"blaCTX-M-15","Escherichia coli","S0741",60.5,2023-09-22,57.5565494354814,-109.034081608988
"vanA","Enterococcus faecalis","S0742",0,2022-10-13,40.7440945380367,-99.5824614434969
"mecA","Staphylococcus aureus","S0743",26.1,2021-08-19,50.6482586227357,-96.8404122861102
"mecA","Staphylococcus aureus","S0744",54.5,2023-01-24,45.8499416997656,-73.0500386969652
"vanA","Enterococcus faecalis","S0745",0,2023-06-23,35.5659608449787,-84.1842213016935
"ermB","Streptococcus pneumoniae","S0746",38.1,2022-01-09,50.5657280073501,-77.52449470805
"mecA","Staphylococcus aureus","S0747",39.9,2022-10-03,57.3946536667645,-109.014510283014
"ermB","Enterococcus faecium","S0748",33.7,2022-07-16,40.0639614248648,-87.1833558112849
"tetM","Pseudomonas aeruginosa","S0749",9.4,2022-11-17,38.7606757734902,-70.9821996686514
"mecA","Staphylococcus aureus","S0750",56.9,2023-08-13,47.5370237133466,-86.2408189487178
"mecA","Staphylococcus aureus","S0751",26,2021-11-14,51.163026063703,-72.4086867913138
"mecA","Staphylococcus aureus","S0752",34.4,2022-02-05,45.0942289410159,-103.47466312116
"blaCTX-M-15","Escherichia coli","S0753",13.7,2021-02-01,50.2336809984408,-115.944739283295
"vanA","Enterococcus faecalis","S0754",0,2023-06-19,59.2396355969831,-81.410816796124
"tetM","Pseudomonas aeruginosa","S0755",2.9,2023-08-25,54.3790069082752,-77.2554675291758
"tetM","Pseudomonas aeruginosa","S0756",12.8,2021-08-10,57.1335297012702,-94.4056794350035
"tetM","Staphylococcus aureus","S0757",16.5,2021-12-08,45.6007948480546,-101.158899428556
"tetM","Pseudomonas aeruginosa","S0758",13.5,2022-08-28,39.017220410984,-99.852023733547
"ermB","Streptococcus pneumoniae","S0759",20.9,2021-11-29,46.4081083140336,-78.215998262167
"vanA","Enterococcus faecalis","S0760",0,2022-05-24,53.2536077708937,-99.5208289602306
"ermB","Enterococcus faecium","S0761",19.2,2021-11-30,34.6615166505799,-108.29971921863
"tetM","Staphylococcus aureus","S0762",7.9,2023-08-12,41.0547909834422,-103.477799566463
"tetM","Staphylococcus aureus","S0763",16.6,2023-11-26,38.1539261941798,-91.921029612422
"vanA","Enterococcus faecalis","S0764",0,2023-06-15,36.6748729026876,-117.828188415151
"blaCTX-M-15","Escherichia coli","S0765",35.5,2022-08-06,36.1028942568228,-89.8858494102024
"mecA","Staphylococcus aureus","S0766",43.8,2022-03-30,45.607933993917,-113.602484443691
"ermB","Streptococcus pneumoniae","S0767",18,2021-11-17,50.4686247622594,-95.4259638907388
"ermB","Streptococcus pneumoniae","S0768",60.9,2023-08-27,43.9407454915345,-70.7125768205151
"vanA","Enterococcus faecalis","S0769",0,2023-10-11,48.4811495128088,-111.729934986215
"vanA","Enterococcus faecalis","S0770",0,2023-10-19,39.0743219428696,-96.833418563474
"mecA","Staphylococcus aureus","S0771",59.1,2023-10-02,46.2060217238031,-83.2180018990766
"ermB","Streptococcus pneumoniae","S0772",54.6,2023-02-04,37.4669332662597,-111.069578559836
"ermB","Streptococcus pneumoniae","S0773",23.5,2021-10-22,34.7888363571838,-123.911644580076
"blaCTX-M-15","Klebsiella pneumoniae","S0774",26,2022-01-16,51.1419787975028,-83.053097530501
"mecA","Staphylococcus aureus","S0775",21.8,2021-03-31,37.6835475200787,-81.04628641624
"ermB","Streptococcus pneumoniae","S0776",56.6,2023-07-17,54.7695513600484,-104.853429242503
"blaCTX-M-15","Klebsiella pneumoniae","S0777",25.9,2021-05-29,45.3182594622485,-88.4045461169444
"mecA","Staphylococcus aureus","S0778",55.9,2023-09-07,44.8908478557132,-116.222853350919
"blaCTX-M-15","Klebsiella pneumoniae","S0779",8.9,2021-01-10,40.4631351577118,-93.1350820930675
"vanA","Enterococcus faecalis","S0780",0,2023-01-14,44.6524221901782,-74.0142810554244
"mecA","Staphylococcus aureus","S0781",15.1,2021-03-28,59.5120881362818,-123.579539258499
"ermB","Streptococcus pneumoniae","S0782",21,2021-06-29,58.5070886877365,-103.851033035899
"mecA","Staphylococcus aureus","S0783",38.2,2022-10-28,38.1015531751327,-118.8454420981
"vanA","Enterococcus faecalis","S0784",7,2022-04-02,58.1771719818935,-108.242479879409
"mecA","Staphylococcus aureus","S0785",37.1,2022-04-14,47.8500391342677,-88.2478229294065
"ermB","Enterococcus faecium","S0786",21.1,2021-03-24,56.8175293547101,-78.7016988161486
"blaCTX-M-15","Klebsiella pneumoniae","S0787",19.2,2021-10-18,34.0425442783162,-114.559602218214
"mecA","Staphylococcus aureus","S0788",64.2,2023-08-28,54.2907251035795,-96.2716974038631
"mecA","Staphylococcus aureus","S0789",19.2,2021-09-18,57.032621958293,-104.028609078377
"vanA","Enterococcus faecium","S0790",0,2023-03-05,55.018975793384,-116.556447269395
"blaCTX-M-15","Escherichia coli","S0791",39,2022-10-14,45.6876863776706,-83.3659668429755
"tetM","Pseudomonas aeruginosa","S0792",7.8,2022-08-23,57.4902577991597,-72.6943696977105
"blaCTX-M-15","Escherichia coli","S0793",43,2022-07-06,46.7396452650428,-74.9949743400794
"mecA","Staphylococcus aureus","S0794",23.5,2021-06-19,52.3697390011512,-71.3442088267766
"blaCTX-M-15","Escherichia coli","S0795",64.1,2023-07-04,49.965312554501,-110.045527004404
"mecA","Staphylococcus aureus","S0796",34.9,2022-09-02,44.6687110750936,-113.575627912069
"ermB","Enterococcus faecium","S0797",31.1,2021-12-11,51.2471705800854,-91.5794782410376
"vanA","Enterococcus faecium","S0798",0,2023-01-11,35.9758818489499,-95.9485732216854
"ermB","Enterococcus faecium","S0799",59.6,2023-02-14,58.8046490643173,-102.836115967948
"vanA","Enterococcus faecium","S0800",12.5,2021-01-03,59.4397736554965,-93.7893620680552
"blaCTX-M-15","Escherichia coli","S0801",55.6,2023-02-06,39.5613038772717,-105.816778801382
"blaCTX-M-15","Klebsiella pneumoniae","S0802",25.3,2021-08-15,58.8505742945708,-104.29350176244
"mecA","Staphylococcus aureus","S0803",57.4,2023-01-08,52.3937147371471,-108.517614409793
"blaCTX-M-15","Klebsiella pneumoniae","S0804",17.9,2021-07-04,58.9105181293562,-99.5376757101621
"vanA","Enterococcus faecium","S0805",0,2022-10-12,48.9794225734659,-97.2254862764385
"vanA","Enterococcus faecium","S0806",0,2022-10-15,36.1990298223682,-77.9393939208239
"tetM","Pseudomonas aeruginosa","S0807",21.9,2021-05-15,57.4289395860396,-81.113170523895
"tetM","Staphylococcus aureus","S0808",16.5,2023-01-10,40.3131211646833,-78.5525072028395
"mecA","Staphylococcus aureus","S0809",44.4,2022-04-05,45.0968056484126,-73.521563395625
"blaCTX-M-15","Escherichia coli","S0810",48.7,2022-11-02,57.7563024428673,-112.455646905582
"blaCTX-M-15","Escherichia coli","S0811",65.3,2023-03-29,55.2043965896592,-87.8902449866291
"vanA","Enterococcus faecium","S0812",15.8,2021-04-24,40.1087229601108,-105.005569992354
"tetM","Staphylococcus aureus","S0813",8.4,2023-07-20,36.405281953048,-72.5309636071324
"tetM","Pseudomonas aeruginosa","S0814",1.5,2023-08-22,39.509748917073,-107.487851685146
"tetM","Pseudomonas aeruginosa","S0815",4.5,2023-08-21,47.6137830293737,-106.857406215277
"blaCTX-M-15","Klebsiella pneumoniae","S0816",29.4,2021-10-19,36.3906999765895,-84.4844728393946
"mecA","Staphylococcus aureus","S0817",42.5,2022-09-02,42.9595330459997,-85.5547553137876
"blaCTX-M-15","Klebsiella pneumoniae","S0818",36.9,2022-06-17,42.5870560863987,-78.1124981795438
"vanA","Enterococcus faecium","S0819",7.7,2021-09-06,51.2054647672921,-76.3719690893777
"mecA","Staphylococcus aureus","S0820",33.3,2022-03-20,48.240351176355,-105.281591892708
"blaCTX-M-15","Escherichia coli","S0821",32.5,2022-07-04,36.5053605106659,-112.669486459345
"ermB","Enterococcus faecium","S0822",39.5,2022-08-23,49.2283546556719,-121.126086249715
"blaCTX-M-15","Klebsiella pneumoniae","S0823",42.7,2022-03-12,52.0642830454744,-70.9667859389447
"tetM","Staphylococcus aureus","S0824",19.4,2022-04-25,34.4246152504347,-112.184193087742
"ermB","Streptococcus pneumoniae","S0825",16.2,2021-04-26,58.2229964802973,-99.0002798079513
"mecA","Staphylococcus aureus","S0826",40.4,2022-10-03,47.6613834351301,-111.876780021703
"ermB","Enterococcus faecium","S0827",52.5,2023-07-31,43.6815459704958,-83.3981259400025
"mecA","Staphylococcus aureus","S0828",53.4,2023-10-03,41.1605330985039,-79.0554128354415
"tetM","Staphylococcus aureus","S0829",14.9,2022-08-15,51.8438904997893,-72.5331211218145
"mecA","Staphylococcus aureus","S0830",54,2023-09-17,39.8707286859863,-77.5461690733209
"tetM","Pseudomonas aeruginosa","S0831",17.8,2022-04-29,35.1420594225638,-109.627131224843
"vanA","Enterococcus faecium","S0832",11.3,2021-05-26,35.0249225920998,-77.5347073317971
"blaCTX-M-15","Escherichia coli","S0833",56.8,2023-11-12,41.6343867368996,-76.1019977217074
"vanA","Enterococcus faecium","S0834",0,2023-04-01,47.4659716496244,-75.5474306503311
"blaCTX-M-15","Escherichia coli","S0835",37.6,2022-03-02,59.7455442650244,-82.7234120608773
"mecA","Staphylococcus aureus","S0836",28.8,2021-06-28,48.2971295006573,-83.614228873048
"blaCTX-M-15","Klebsiella pneumoniae","S0837",26,2022-01-17,58.0637270039879,-101.334316560533
"tetM","Staphylococcus aureus","S0838",11.5,2023-10-31,39.5013016131707,-104.348318317207
"ermB","Enterococcus faecium","S0839",17.1,2021-03-18,41.4213555403985,-100.159930010559
"mecA","Staphylococcus aureus","S0840",60.6,2023-09-22,44.9900938319042,-89.6142423595302
"blaCTX-M-15","Escherichia coli","S0841",41.5,2022-10-06,42.520386820659,-86.1706046073232
"mecA","Staphylococcus aureus","S0842",18.8,2021-09-14,45.3667581430636,-116.367323840968
"blaCTX-M-15","Escherichia coli","S0843",52.4,2023-03-28,46.0343692279421,-109.740822456079
"blaCTX-M-15","Escherichia coli","S0844",22.3,2021-10-16,43.2619663923979,-79.5496848877519
"mecA","Staphylococcus aureus","S0845",57.7,2023-04-18,50.9063033112325,-121.892785979435
"tetM","Staphylococcus aureus","S0846",5.5,2023-12-20,43.7095802738331,-120.665281126276
"tetM","Pseudomonas aeruginosa","S0847",19.6,2021-02-28,47.5514835827053,-102.962179348106
"ermB","Streptococcus pneumoniae","S0848",29.2,2021-03-31,47.3861936833709,-97.9150230437517
"vanA","Enterococcus faecalis","S0849",0,2023-03-01,46.3703367882408,-104.396478579147
"vanA","Enterococcus faecium","S0850",0,2023-09-01,47.971744323615,-91.0687190352473
"blaCTX-M-15","Klebsiella pneumoniae","S0851",13.8,2021-09-24,50.559825877659,-84.2877348943148
"mecA","Staphylococcus aureus","S0852",52.1,2023-08-26,53.3088812679052,-101.834338058252
"tetM","Staphylococcus aureus","S0853",3.2,2021-11-15,46.125769990962,-104.640556902159
"tetM","Pseudomonas aeruginosa","S0854",13.2,2023-01-22,56.0884786881506,-123.152460327838
"mecA","Staphylococcus aureus","S0855",22,2021-09-28,37.2442954294384,-121.606462148484
"ermB","Enterococcus faecium","S0856",58.3,2023-11-19,57.186566170305,-89.3225544318557
"ermB","Streptococcus pneumoniae","S0857",48,2022-04-14,53.4748884760775,-82.3219654383138
"mecA","Staphylococcus aureus","S0858",37.4,2022-08-31,49.5992269581184,-102.351440483471
"vanA","Enterococcus faecium","S0859",7.4,2021-05-10,59.0796634191647,-97.0293850300368
"ermB","Enterococcus faecium","S0860",53.7,2022-12-24,38.1695097140037,-103.917250325903
"mecA","Staphylococcus aureus","S0861",25.5,2021-09-22,44.6492242384702,-112.633176719537
"blaCTX-M-15","Klebsiella pneumoniae","S0862",56.8,2023-08-18,36.5137932556681,-109.199506285368
"blaCTX-M-15","Klebsiella pneumoniae","S0863",54,2023-03-18,48.0550082959235,-85.1038138719741
"vanA","Enterococcus faecium","S0864",0,2023-03-03,34.1676972331479,-110.00901676598
